epoch,acc,loss,val_acc,val_loss
0,0.5670125,1.07652722967,0.596583333333,1.33939646098
1,0.690308333333,0.805596657638,0.583616666667,1.51514933023
2,0.724254166667,0.72980399918,0.580066666667,1.69864959881
0,0.583554166667,1.03953226483,0.653433333333,0.870024789246
1,0.699170833333,0.788781721548,0.721166666667,0.701927427125
2,0.731016666667,0.719806076527,0.738116666667,0.666065799952
3,0.759433333333,0.655190794905,0.73375,0.683578070243
4,0.783054166667,0.599391855095,0.751,0.642158042105
5,0.8057375,0.550535463669,0.756483333333,0.639432924604
6,0.826691666667,0.500596456159,0.746366666667,0.675607891178
7,0.8455125,0.459873050067,0.743033333333,0.721203450048
8,0.8625875,0.41907946648,0.748,0.704726053135
9,0.876104166667,0.389995403592,0.755216666667,0.733367966346
10,0.889091666667,0.354031857977,0.75805,0.724830622828
11,0.899283333333,0.335643630618,0.755083333333,0.758996942508
12,0.909791666667,0.312557746886,0.757616666667,0.739008169715
13,0.917295833333,0.294593494629,0.7558,0.827412582366
14,0.926504166667,0.272669474983,0.762783333333,0.76823838137
15,0.930295833333,0.270261320225,0.7622,0.790400708818
16,0.92905,0.29332185944,0.7604,0.752003288905
17,0.935275,0.266804092197,0.760116666667,0.776894401014
18,0.9435875,0.234810972469,0.761616666667,0.798178702227
0,0.559341666667,1.07744047874,0.6143,0.948370811907
1,0.628116666667,0.934549137962,0.650666666667,0.869409785215
2,0.655079166667,0.879675570198,0.672016666667,0.814786586253
3,0.6768375,0.832824779566,0.6833,0.796914208341
4,0.696083333333,0.785397330781,0.690383333333,0.783313582683
5,0.715783333333,0.742888781699,0.702516666667,0.761026320418
6,0.735116666667,0.698176677438,0.70915,0.749052122104
7,0.756741666667,0.649694497454,0.712633333333,0.745135623487
8,0.778120833333,0.599576015145,0.712716666667,0.755814604358
9,0.796833333333,0.555368855155,0.718116666667,0.757072667708
10,0.817741666667,0.512031650865,0.7255,0.760577632658
11,0.83445,0.471335694096,0.72945,0.762455407397
12,0.850554166667,0.435667945135,0.732933333333,0.777047939197
13,0.865445833333,0.398798209556,0.7405,0.782463619483
14,0.877666666667,0.373768446306,0.741266666667,0.807723152196
15,0.888541666667,0.347346875727,0.7417,0.811430129282
16,0.897875,0.327821750866,0.7374,0.827667530439
17,0.907125,0.303533120137,0.746266666667,0.822149913917
18,0.91275,0.293212437289,0.745683333333,0.872950307735
19,0.920283333333,0.275091582465,0.7442,0.859599401467
20,0.926475,0.258435136189,0.7445,0.885421639471
21,0.929154166667,0.260624353986,0.74595,0.862793103739
22,0.934291666667,0.246212666415,0.751883333333,0.879228062963
23,0.93815,0.233126448714,0.749166666667,0.921554138993
24,0.941991666667,0.223645904073,0.752933333333,0.919152234989
25,0.944425,0.21945152952,0.75275,0.911776195998
26,0.945258333333,0.222058541814,0.749516666667,0.869858253924
27,0.948704166667,0.209327480859,0.757316666667,0.873517374017
28,0.951954166667,0.200114796111,0.759533333333,0.907690206752
29,0.952920833333,0.200556289766,0.760883333333,0.887928331169
30,0.956095833333,0.187886365345,0.76,0.885895371874
31,0.956158333333,0.190131185969,0.758,0.875218906542
32,0.958320833333,0.183130538825,0.75605,0.927428749305
33,0.959391666667,0.18319658915,0.756983333333,0.864558213029
34,0.959429166667,0.185048911512,0.76215,0.858952351054
35,0.961704166667,0.176032875429,0.761883333333,0.90142229638
36,0.96275,0.172364032386,0.759566666667,0.86139939179
37,0.963233333333,0.17438142059,0.762083333333,0.92154760736
38,0.964654166667,0.166096206953,0.761233333333,0.924876558798
39,0.964825,0.170301566508,0.761266666667,0.925268097126
40,0.965970833333,0.162358638995,0.76175,0.870421060232
41,0.966991666667,0.16246965498,0.7627,0.935430463882
42,0.968070833333,0.157882701555,0.763216666667,0.871084932776
43,0.967329166667,0.160841775937,0.762133333333,0.886797401059
44,0.967883333333,0.161355966882,0.762366666667,0.879731581914
45,0.969541666667,0.151340664238,0.765,0.925671511463
46,0.969654166667,0.155163976038,0.766466666667,0.88141067702
47,0.968479166667,0.163093180165,0.770366666667,0.876614979439
48,0.971016666667,0.148488388144,0.765166666667,0.845554428371
49,0.971233333333,0.149561375809,0.7662,0.894443377541
50,0.9707125,0.155230955876,0.764533333333,0.908317431136
51,0.972108333333,0.144713087758,0.7704,0.938219416264
52,0.9730875,0.140956611937,0.7686,0.949236712259
53,0.971966666667,0.151495553325,0.76575,0.912938790463
54,0.97255,0.146687807938,0.766783333333,0.876039217881
55,0.973208333333,0.143627410987,0.770483333333,0.874089338954
56,0.973491666667,0.141664351548,0.768366666667,0.88336171813
57,0.973408333333,0.144594643004,0.771683333333,0.86049123295
58,0.973975,0.141669811946,0.76635,0.890134849332
59,0.974470833333,0.141414953531,0.770583333333,0.886835363246
60,0.974725,0.141413211014,0.771766666667,0.881542637142
61,0.975683333333,0.135774210492,0.7699,0.878614100308
62,0.9758375,0.13666203052,0.771966666667,0.873491315132
63,0.976404166667,0.131072547516,0.7733,0.859993033882
64,0.9748,0.142028378481,0.773833333333,0.858463735827
65,0.975329166667,0.13893760443,0.77205,0.835476504157
66,0.975945833333,0.13503102785,0.770033333333,0.863191185611
67,0.977833333333,0.125762664692,0.772933333333,0.91375247071
68,0.975908333333,0.139114012285,0.771966666667,0.865326302355
69,0.976175,0.133573683033,0.7701,0.848651034913
70,0.976983333333,0.131021228952,0.771116666667,0.886355091133
71,0.976025,0.137072847289,0.775283333333,0.817618816562
72,0.977075,0.131429965464,0.7736,0.882274026825
73,0.977495833333,0.127639736543,0.775166666667,0.86180862118
74,0.976891666667,0.132252335794,0.774383333333,0.886749849533
75,0.9769875,0.134013852488,0.77755,0.878962631023
76,0.977145833333,0.131618191424,0.777333333333,0.832549673178
77,0.977091666667,0.133047694098,0.776,0.827265402427
78,0.9783,0.125933763816,0.774266666667,0.85985100057
79,0.978375,0.126317129451,0.7713,0.875234120849
80,0.977054166667,0.134876420833,0.77375,0.888258194585
81,0.978375,0.125041012026,0.774633333333,0.841288574404
82,0.978933333333,0.124175675786,0.774,0.878382103415
83,0.9774625,0.132741086551,0.777616666667,0.844939162956
84,0.977770833333,0.130559454337,0.778183333333,0.87127035828
85,0.977966666667,0.130340116397,0.775433333333,0.82746579604
86,0.97765,0.132851630195,0.774816666667,0.880468350731
87,0.978495833333,0.126602942638,0.775183333333,0.882244601057
88,0.9792,0.124336550907,0.774916666667,0.834447802049
89,0.9792125,0.122661750915,0.778083333333,0.855723214815
90,0.979129166667,0.123764787731,0.776616666667,0.857161596535
91,0.979191666667,0.123734870496,0.77505,0.822432027403
92,0.979629166667,0.122924230466,0.77825,0.824253928304
93,0.979441666667,0.122867036381,0.774383333333,0.876379780837
94,0.978066666667,0.131555945919,0.777416666667,0.833047775376
95,0.979979166667,0.120727199692,0.779083333333,0.892055966067
96,0.979770833333,0.12145721645,0.77635,0.852658456196
97,0.978320833333,0.129293652862,0.773233333333,0.872982087195
98,0.979083333333,0.12594275252,0.779183333333,0.878227412268
99,0.979825,0.121558259935,0.777333333333,0.818229039498
100,0.98005,0.121497105465,0.777616666667,0.832243456628
101,0.9806125,0.119076945433,0.77865,0.923866538799
102,0.980116666667,0.11950835484,0.773566666667,0.842651471421
103,0.979620833333,0.122790626146,0.778733333333,0.85229066963
104,0.979466666667,0.125325420438,0.777833333333,0.87107541034
105,0.979783333333,0.123426186151,0.777983333333,0.824421332965
106,0.979991666667,0.120544719,0.777116666667,0.830132726242
107,0.979966666667,0.119990675919,0.776933333333,0.859103966355
108,0.981020833333,0.114310015613,0.781633333333,0.858320946032
109,0.980154166667,0.120725358786,0.780083333333,0.845923773283
110,0.9811125,0.115765489901,0.777866666667,0.8430222737
111,0.981245833333,0.114191734774,0.7773,0.847867444251
112,0.981354166667,0.113731304138,0.779666666667,0.853424796557
113,0.98125,0.114319329143,0.780733333333,0.831078644602
114,0.981708333333,0.112837127836,0.781216666667,0.83896379959
115,0.981204166667,0.114319512373,0.779283333333,0.793832448059
116,0.9802625,0.119890588109,0.779583333333,0.89547446742
117,0.981008333333,0.116822352675,0.780116666667,0.834310464916
118,0.9807875,0.117205628298,0.781066666667,0.785597522944
119,0.980141666667,0.120125457564,0.782016666667,0.816541677241
120,0.980354166667,0.119400342998,0.781183333333,0.806716133228
121,0.979958333333,0.122737343783,0.778316666667,0.885639630794
122,0.981033333333,0.115446282808,0.779583333333,0.848038409833
123,0.981275,0.11476760573,0.7808,0.866788770801
124,0.981020833333,0.116352648017,0.780433333333,0.87144095906
125,0.9808375,0.116688236981,0.782116666667,0.851862971113
126,0.981775,0.112063513547,0.7812,0.829901868471
127,0.980770833333,0.11854816723,0.780816666667,0.813336469565
128,0.981875,0.111726984665,0.778183333333,0.859624288356
129,0.9804625,0.119160675546,0.778783333333,0.874070804138
130,0.979870833333,0.12296415216,0.778133333333,0.799871236598
131,0.9819625,0.109254233374,0.780833333333,0.862615461838
132,0.981829166667,0.111089682426,0.78005,0.869222633735
133,0.9819125,0.110925838416,0.7799,0.792898269109
134,0.980908333333,0.117473825523,0.782266666667,0.845829884342
